Due Date:,Title:,HTML:,Owner:,Location:,Scope:,Relevant,Checked,Completed
2/22/2018,['High School North & South Basketball/Tennis Court Restoration'],http://www.pennsylvaniabids.com/bid_opportunities/2018/01/16/8352705-High_School_North___South_Basketball_Tennis_Court_Restoration.html,['Council Rock School District - Purchasing'],"['United States, PA']", High School North & South Basketball/Tennis Court Restoration. ,,X,
2/22/2018,['Chancellor Center Exterior Restoration'],http://www.pennsylvaniabids.com/bid_opportunities/2018/01/16/8352672-Chancellor_Center_Exterior_Restoration.html,['Council Rock School District - Purchasing'],"['United States, PA']", Center Exterior Restoration. ,,X,
2/22/2018,['Darbo Webb Connection (new street)'],http://www.wisconsinbids.com/bid_opportunities/2017/10/25/8148606-Darbo_Webb_Connection__new_street_.html,['Madison Engineering Public Works'],"['United States, WI']", Darbo Webb Connection. ,,X,
2/23/2018,['RFP - Study of Veterans Needs and Treatment Courts'],http://www.californiabids.com/bid_opportunities/2018/01/15/8351797-RFP___Study_of_Veterans_Needs_and_Treatment_Courts.html,['Judicial Council of California'],"['United States, CA']", This RFP aims to identify an individual person or entity to conduct a qualitative study of counties that operate a veterans treatment court (VTC) and an assessment of counties that do not operate a VTC. To fulfill the legislative mandate of senate bi... ,,X,
2/23/2018,['Request for Letters of Interest - Nevada County Volunteer Connections Program'],http://www.californiabids.com/bid_opportunities/2018/01/09/8326068-Request_for_Letters_of_Interest___Nevada_County_Volunteer_Connections_Program.html,"['Nevada County, Purchasing']","['United States, CA']"," Work includes, 1. Maintain a volunteer data base that includes volunteer name, date of birth, address, phone number, email address, special skills and area of interest, driver status and emergency contact information. 2. Maintain a volunteer website ... ",,X,
2/24/2018,['Annual Request for Qualifications'],http://www.californiabids.com/bid_opportunities/2017/06/17/7855867-Annual_Request_for_Qualifications.html,['California State Coastal Conservancy'],"['United States, CA']"," Environmental, engineering, architectural, landscape architectural, and construction project management consulting services for conservancy projects and programs over the next twelve months.  ",,X,
2/26/2018,['Procurement of Electrical Distribution Equipment and Life Cycle Support'],http://www.dcbids.net/bid_opportunities/2017/12/26/8307647-Procurement_of_Electrical_Distribution_Equipment_and_Life_Cycle_Support.html,['Federal Aviation Administration'],"['United States, DC']"," Provide interior electrical distribution equipment (EDE) and life cycle in-service support. EDE to be acquired include equipment such as parallel switchgear, switchgear, switchboards, motor control centers, transformers, panel boards, and electrical ... ",,X,
2/26/2018,['Road/General Construction IDIQ (Huron-Manistee National Forest)'],http://www.wisconsinbids.com/bid_opportunities/2018/01/14/8349996-Road_General_Construction_IDIQ__Huron_Manistee_National_Forest_.html,['USDA Forest Service R-9 Lake States Acquisition Team (LSAT)'],"['United States, WI']"," Provide road and general construction/repair work. Work consist of road reconditioning, road blading, excavating, dozer maintenance on roads, hauling, aggregate and borrow placement, clearing roadsides and/or trails, constructing trails, fence dispos... ",,X,
2/27/2018,['Construction of the CWWMP Sewer Year 3C Improvements'],http://www.californiabids.com/bid_opportunities/2018/01/16/8350579-Construction_of_the_CWWMP_Sewer_Year_3C_Improvements.html,['Rodeo Sanitary District'],"['United States, CA']"," Project consists of installation of approx. 3,270 LF of new or replacement sewers ranging from 6"" to 8"". The sewer work will include pipe bursting rehabilitation of approx. 1,331 LF of 6"" VCP sewer with 6 and 8"" HDPE SDR-17 pipe; open-cut replacement... ",,X,
2/27/2018,['America the Beautiful Park Pond Retrofit'],http://www.coloradobids.net/bid_opportunities/2018/01/27/8382549-America_the_Beautiful_Park_Pond_Retrofit.html,['Colorado Springs Purchasing & Contracts'],"['United States, CO']"," Project consists of modifying an existing detention pond to meet current standards. The project will include removal and replacement of an existing concrete trail, excavation to enlarge the pond, installation of a concrete forebay and outlet structur... ",,X,
2/27/2018,['America the Beautiful Park Pond Retrofit'],http://www.coloradobids.net/bid_opportunities/2018/01/27/8382549-America_the_Beautiful_Park_Pond_Retrofit.html,['Colorado Springs Purchasing & Contracts'],"['United States, CO']"," Project consists of modifying an existing detention pond to meet current standards. The project will include removal and replacement of an existing concrete trail, excavation to enlarge the pond, installation of a concrete forebay and outlet structur... ",,X,
2/27/2018,['RFP - Pension Administration System'],http://www.floridabids.net/bid_opportunities/2017/12/05/8254213-RFP___Pension_Administration_System.html,"['Tampa, City of - Purchasing Dept.']","['United States, FL']"," Provide a fully integrated, preferably Windows-based, web-enabled, Commercial Off-The-Shelf (COTS) Pension Administration System (PAS). The specific Services requested in the Request for Proposals (RFP) include Software Licenses and Professional Impl... ",,X,
2/27/2018,['Customer Information System and Implementation Services'],http://www.texasbids.net/bid_opportunities/2018/01/17/8355888-Customer_Information_System_and_Implementation_Services.html,['El Paso Water Utilities'],"['United States, TX']"," Qualified Vendors for a comprehensive system which includes: Customer Information System (CIS), Web-Self Service, Batch Scheduling, and Mobile Workforce Management “Lite? In addition, the Owner will consider Backflow Software, Permitting Softwar... ",,X,
2/27/2018,['Clemyjontri Park: Phase 2 Parking Lot Addition'],http://www.virginiabids.com/bid_opportunities/2018/01/18/8358644-Clemyjontri_Park__Phase_2_Parking_Lot_Addition.html,['Fairfax County Park Authority'],"['United States, VA']"," Construction of a parking lot, trails, landscaping and related facilities in a highly active park. The work shall include the following: demolition, clearing & grading, parking lot entry road, approximately 65 space parking lot, accessible trails, la... ",,X,
2/27/2018,['Falls Creek Trail Bridge Replacement'],http://www.washingtonbids.com/bid_opportunities/2018/01/06/8333737-Falls_Creek_Trail_Bridge_Replacement.html,"['Dept. of Agriculture, Forest Service, R-6 Western Washington Acquisition Area, Olympic NF']","['United States, WA']"," Falls creek trail bridge replacement. This project consists of the construction of a new treated timber trail bridge 50 LF in span. Work shall include mobilization, removing the existing log trail bridge, clearing, grubbing, hazard tree removal, exca... ",,X,
2/28/2018,['Health Care and Safety Expert Consultants'],http://www.massbids.net/bid_opportunities/2018/01/13/8348672-Health_Care_and_Safety_Expert_Consultants.html,['Massachusetts Dept. of Public Health'],"['United States, MA']", Seeks specialized health care and health safety related professional consulting services. Health care and safety specialist individuals and single member LLCs are eligible to apply. Examples of the types of specialized health care and safety consulta... ,,X,
2/28/2018,['RFP - On-Site Document Shredding'],http://www.nebraskabids.com/bid_opportunities/2018/01/24/8372873-RFP___On_Site_Document_Shredding.html,['Nebraska Purchasing Bureau'],"['United States, NE']"," On-site secure shredding of paper documents, removal and disposal of the resulting shredded paper through recycling, or other environmentally positive alternatives. ",,X,
2/28/2018,['Onsite Septic Inspector Services'],http://www.oregonbids.com/bid_opportunities/2017/11/21/8218676-Onsite_Septic_Inspector_Services.html,"['Marion County, Public Works Dept.']","['United States, OR']"," Provide onsite septic inspector services, Possess a minimum of a Bachelor's Degree with 45 quarter hours of science including a DEQ approved soils class, Be a registered Environmental Health Specialist or Wastewater Specialist in accordance with Oreg... ",,X,
2/28/2018,['Patient-reported Outcomes Registry'],http://www.texasbids.net/bid_opportunities/2018/01/18/8358388-Patient_reported_Outcomes_Registry.html,['Employees Retirement System of Texas'],"['United States, TX']", Benefits and disadvantages of establishing a patient-reported outcome registry for musculoskeletal care provided under the plans of group coverage. ,,X,
2/28/2018,['Redevelopment of the Former Holdrens Country Store / Gishs Mill'],http://www.virginiabids.com/bid_opportunities/2018/01/18/8359049-Redevelopment_of_the_Former_Holdrens_Country_Store___Gishs_Mill.html,"['Vinton, Town of']","['United States, VA']", Purchase and redevelopment of the former Gish's mill/ Holdren's country store. ,,X,
2/28/2018,"['Noman M. Cole, Jr. Pollution Control Plant – Disinfection Facilities Phase 2 Project']",http://www.virginiabids.com/bid_opportunities/2018/01/18/8358394-Noman_M._Cole__Jr._Pollution_Control_Plant_%E2%80%93_Disinfection_Facilities_Phase_2_Project.html,[],"['United States, VA']"," The overall project includes the construction of new UV Disinfection Facilities including Backwash Storage and Pumping, Post Aeration, UV Disinfection Building and Auxiliary Chemical Storage Building. The Phase 2 portion of the project will include t... ",,X,
3/1/2018,['Ouray County Courthouse Restoration and New Construction Project'],http://www.coloradobids.net/bid_opportunities/2018/02/03/8398364-Ouray_County_Courthouse_Restoration_and_New_Construction_Project.html,['Ouray County'],"['United States, CO']", Courthouse restoration and new construction project.  ,,X,
3/1/2018,['Denver TSSIP 2015'],http://www.coloradobids.net/bid_opportunities/2018/01/27/8381225-Denver_TSSIP_2015.html,"['City and County of Denver, General Services - Purchasing']","['United States, CO']"," Work includes protection of exiting vegetation, removal of traffic signal cabinet base,potholing, erosion control, concrete sidewalk, electric conduit. Wiring, test fiber optic cable, traffic signal controller, erosion control, seed and mulching.  ",,X,
3/1/2018,['Organic Agriculture Research and Extension Initiative'],http://www.dcbids.net/bid_opportunities/2017/12/28/8314466-Organic_Agriculture_Research_and_Extension_Initiative.html,['United States Department of Agriculture National Institute of Food and Agriculture'],"['United States, DC']", Organic agriculture research and extension initiative. The integrated organic program (IOP) is a competitive program that has included the organic transitions program since 2001 and the organic agriculture research and extension initiative (OREI) fro... ,,X,
3/1/2018,['Environmental System Science'],http://www.dcbids.net/bid_opportunities/2017/11/18/8213365-Environmental_System_Science.html,['Office of Science U.S. Department of Energy'],"['United States, DC']"," The Biological and Environmental Research (BER) program within the Office of Science (SC), U.S. Department of Energy (DOE) hereby announces its interest in receiving research applications for Environmental System Science (ESS). As part of the ESS pro... ",,X,
3/1/2018,['Health Promotion and Disease Prevention Research Centers: Special Interest Project Competitive Supplements (sips)'],http://www.georgiabids.net/bid_opportunities/2017/12/22/8303232-Health_Promotion_and_Disease_Prevention_Research_Centers__Special_Interest_Project_Competitive_Supplements__sips_.html,['Centers for Disease Control and Prevention (CDC) Procurement and Grants Office (PGO)'],"['United States, GA']"," This rfa will provide supplemental funding to prevention research centers (prcs) to design, test, and disseminate effective applied public health prevention research strategies to include behavioral interventions, environmental or system-wide solutio... ",,X,
3/1/2018,"['West Loch Golf Course, Parking Lot Lighting Improvements']",http://www.hawaiibids.net/bid_opportunities/2018/01/19/8357335-West_Loch_Golf_Course__Parking_Lot_Lighting_Improvements.html,['Honolulu City & County Dept. of Budget and Fiscal Services - Division of Purchasing'],"['United States, HI']"," Provide light pole assemblies (nos. 1 to 9 inclusive and 16), underground electrical distribution system, tree protection, pavement restoration, and all other improvements; provide light pole assemblies (nos. 10 to 12 inclusive), underground electric... ",,X,
3/1/2018,['RFP - Business Services Filing System'],http://www.missouribids.com/bid_opportunities/2018/01/18/8359103-RFP___Business_Services_Filing_System.html,"['Missouri Office of Administration, Division of Purchasing and Materials Management']","['United States, MO']"," Provide a new, web-based business filing system.  ",,X,
3/1/2018,['Annual Requirements Contract for Clinical Microbiology and Chemistry Laboratory Services'],http://www.nevadabids.com/bid_opportunities/2018/01/26/8379124-Annual_Requirements_Contract_for_Clinical_Microbiology_and_Chemistry_Laboratory_Services.html,"['Clark County General Services, Purchasing & Contracts Division']","['United States, NV']", Annual requirements contract for clinical microbiology and chemistry laboratory services. ,,X,
3/2/2018,['The Construction of Annis Road PRV Station and Fire Main Replacement Project'],http://www.californiabids.com/bid_opportunities/2018/01/17/8354646-The_Construction_of_Annis_Road_PRV_Station_and_Fire_Main_Replacement_Project.html,['Brisbane City Clerk'],"['United States, CA']"," The work to be performed under this contract shall consist of, in general, mobilization; providing traffic control; providing construction area signs; daily cleanup; testing; safety; installation of a new pressure reducing valve (""PR"") station at the... ",,X,
3/2/2018,['Sanitary Sewer I&I Phase 2'],http://www.iowabids.com/bid_opportunities/2018/01/16/8349326-Sanitary_Sewer_I_I_Phase_2.html,['Amana Sanitary District'],"['United States, IA']"," Approx. 8 EA spot repair locations with 80 LF of 4"" and/or 6"" dia. SDR 23.5 PVC sanitary sewer service pipe, 40 SY of concrete street patching; 1,213 LF CIPP lining, 1,213 LF of cleaning and televising, surface restoration, and all associated appurte... ",,X,
3/2/2018,['Puget Sound and Salmon Recovery Funding'],http://www.washingtonbids.com/bid_opportunities/2018/01/03/8324363-Puget_Sound_and_Salmon_Recovery_Funding.html,['Nisqually Indian Tribe'],"['United States, WA']"," Grant proposals for salmon habitat restoration andprotection projects. Up to $1.8 million in federal and state funds are available for on-the-ground habitat restoration projects, land acquisitions, or assessments that will lead to projects. ",,X,
3/3/2018,['Ship Inspection & Engineering Services'],http://www.virginiabids.com/bid_opportunities/2018/01/14/8350002-Ship_Inspection___Engineering_Services.html,['Department of the Navy Office: Military Sealift Command'],"['United States, VA']"," Ship Inspection & Engineering Services requirement for the engineering and technical services for accomplishing marine surveys, material condition surveys and inspections, safety surveys, assessments, audits and investigations, environmental protecti... ",,X,
3/5/2018,['Claiborne Bombing and Gunnery Range'],http://www.louisianabids.com/bid_opportunities/2017/12/15/8281049-Claiborne_Bombing_and_Gunnery_Range.html,['Air Force Global Strike Command'],"['United States, LA']"," The work to be performed at the Claiborne Bombing Range includes, but is not limited to, operations and maintenance of all assigned equipment, facility maintenance, grounds maintenance, target maintenance,  management, administration, logistics, secu... ",,,
3/5/2018,['Fluid Dynamics and Particulate and Multiphase Processes Research At the International Space Station To Benefit Life On Earth'],http://www.virginiabids.com/bid_opportunities/2017/11/30/8243982-Fluid_Dynamics_and_Particulate_and_Multiphase_Processes_Research_At_the_International_Space_Station_To_Benefit_Life_On_Earth.html,['National Science Foundation'],"['United States, VA']"," The division of chemical, bioengineering and environmental transport (cbet) in the engineering directorate of the national science foundation (nsf) is partnering with the center for the advancement of science in space (casis) to solicit research proj... ",,,
3/6/2018,['Environmental Impact Report (EIR) For The Princessa Crossroads Development Project'],http://www.californiabids.com/bid_opportunities/2018/01/19/8360676-Environmental_Impact_Report__EIR__For_The_Princessa_Crossroads_Development_Project.html,"['Santa Clarita, City of - Purchasing Dept.']","['United States, CA']", Qualified consulting firms to create an environmental impact report (EIR).  ,,,
3/6/2018,['Construction of the Water Meter Installation Project - Phase 4'],http://www.californiabids.com/bid_opportunities/2018/01/20/8363620-Construction_of_the_Water_Meter_Installation_Project___Phase_4.html,['South Tahoe Public Utility District'],"['United States, CA']"," Installation of up to 1465 residential water meters including 3/4"" and 1"" meters, radio read units, meter pits, insulation pads, extensions, metal frames, concrete collars, lids, connections to existing water services, valve boxes, service valve repl... ",,,
3/6/2018,['Water Meter Installation Project - Phase 4'],http://www.californiabids.com/bid_opportunities/2018/01/20/8362250-Water_Meter_Installation_Project___Phase_4.html,['South Tahoe Public Utility District'],"['United States, CA']"," The work to be performed consists of the installation of up to 1,465 residential water meters including 3/4"" and 1"" meters, radio read units, meter pits, insulation pads, extensions, metal frames, concrete collars, lids, connections to existing water... ",,,
3/6/2018,['Contractor Logistics Support (CLS) for the COLT Test System (CTS)'],http://www.georgiabids.net/bid_opportunities/2017/12/23/8302839-Contractor_Logistics_Support__CLS__for_the_COLT_Test_System__CTS_.html,"['Department of the Air Force, Air Force Materiel Command, PK/PZ ']","['United States, GA']", Contractor Logistics Support (CLS) for the Common Organizational Level Tester (COLT) Test System applicable to the B-2 and F-22 aircraft.  ,,,
3/6/2018,['Hadley Road Area Sanitary Sewer Improvements'],http://www.vermontbids.com/bid_opportunities/2018/01/16/8352591-Hadley_Road_Area_Sanitary_Sewer_Improvements.html,"['South Burlington, City of']","['United States, VT']"," Sanitary sewer improvements. Work scope A includes construction of the new sanitary sewage pump station and force main, replacement of the existing gravity sanitary sewer and replacement of the existing pump station and force main. Also include curb ... ",,,
3/7/2018,['As-Needed Natural Resources Management Services'],http://www.californiabids.com/bid_opportunities/2018/01/20/8363545-As_Needed_Natural_Resources_Management_Services.html,['San Diego Unified Port District (Port of San Diego)'],"['United States, CA']"," As- needed consultant services for natural resources management. Projects requiring natural resources management services may consist of: mitigation banking entitlements; wharf and pier development or redevelopment; recreational, commercial, or indus... ",,,
3/8/2018,['Synopsis For Construction MATOC USPFO Fl'],http://www.floridabids.net/bid_opportunities/2018/01/09/8338386-Synopsis_For_Construction_MATOC_USPFO_Fl.html,['USPFO for Florida'],"['United States, FL']"," Maintenance, repair, construction, and possible design-build services. Typical work includes, but is not limited to: interior and exterior renovations, heating and air-conditioning, HVAC controls, plumbing, fire suppression, interior and exterior ele... ",,,
3/8/2018,['Ohio Matoc 2018'],http://www.ohiobids.com/bid_opportunities/2017/12/25/8305469-Ohio_Matoc_2018.html,['USPFO for Ohio'],"['United States, OH']"," Maintenance, repair, construction and design-build services. Interior and exterior renovations, heating and air-conditioning, HVAC controls, plumbing, fire suppression, interior and exterior electrical and lighting, fire and intrusion alarms, communi... ",,,
3/9/2018,"['Rehabilitation Engineering Research Centers (RERC) Program: RERC on Rehabilitation Strategies, Techniques, and Interventions']",http://www.dcbids.net/bid_opportunities/2018/01/06/8331569-Rehabilitation_Engineering_Research_Centers__RERC__Program__RERC_on_Rehabilitation_Strategies__Techniques__and_Interventions.html,['Administration for Community Living'],"['United States, DC']", The purpose of the RERC program is to improve the effectiveness of services authorized under the Rehabilitation Act by conducting advanced engineering research on and development of innovative technologies that are designed to solve particular rehabi... ,,,
3/12/2018,['FY2018 Young Southeast Asian Leaders Initiative (YSEALI) Academic Fellowship'],http://www.dcbids.net/bid_opportunities/2018/01/16/8352186-FY2018_Young_Southeast_Asian_Leaders_Initiative__YSEALI__Academic_Fellowship.html,['Bureau of Educational and Cultural Affairs'],"['United States, DC']"," The Study of the U. S. Branch (ECA/A/E/USS), Office of Academic Exchange Programs, Bureau of Educational and Cultural Affairs (ECA), invites proposal submissions from accredited U.S. post-secondary education institutions (community colleges, liberal ... ",,,
3/12/2018,['NOAA Great Lakes Habitat Restoration Project Grants under the U.S. Great Lakes Restoration Initiative'],http://www.dcbids.net/bid_opportunities/2018/01/11/8343923-NOAA_Great_Lakes_Habitat_Restoration_Project_Grants_under_the_U.S._Great_Lakes_Restoration_Initiative.html,['Dept of Commerce'],"['United States, DC']", The objective of the Fiscal Year 2018 NOAA Great Lakes Habitat Restoration Grants solicitation is to provide federal financial and technical assistance to habitat restoration projects that both meet NOAA's mission to restore coastal habitats and supp... ,,,
3/12/2018,['FY 2018 American English E-Teacher Program'],http://www.dcbids.net/bid_opportunities/2018/01/16/8352826-FY_2018_American_English_E_Teacher_Program.html,['Bureau of Educational and Cultural Affairs'],"['United States, DC']"," The Office of English Language Programs of the Bureau of Educational and Cultural Affairs (ECA/A/L) announces an open competition for the FY 2018 American English (AE) E-Teacher Program, which offers foreign English teaching professionals the opportu... ",,,
3/12/2018,['New Town Plan'],http://www.vermontbids.com/bid_opportunities/2018/01/16/8353286-New_Town_Plan.html,['Northfield Planning Commission'],"['United States, VT']"," Consultant to assist in the update of the town plan. Specific areas of assistance will include: The generation of maps charts and data to assist in the facilitation of, and as a product of, public participation. Special focus will be given to the rev... ",,,
3/13/2018,['Institutes for Advanced Topics in the Digital Humanities'],http://www.dcbids.net/bid_opportunities/2018/01/16/8352743-Institutes_for_Advanced_Topics_in_the_Digital_Humanities.html,['National Endowment for the Humanities (NEH)'],"['United States, DC']"," The Institutes for Advanced Topics in the Digital Humanities (IATDH) program supports national or regional (multistate) training programs for scholars, humanities professionals, and advanced graduate students to broaden and extend their knowledge of ... ",,,
3/13/2018,['Web Template Design'],http://www.louisianabids.com/bid_opportunities/2018/01/13/8348749-Web_Template_Design.html,['University of Louisiana at Lafayette'],"['United States, LA']"," Qualified Proposers who are interested in providing multiple customized, fully branded website template designs for the University’s Drupal content management system and environment along with suggestions and guidance for the University’smain web... ",,,
3/13/2018,['Trenchless Pipeline Rehabilitation Services'],http://www.texasbids.net/bid_opportunities/2017/12/23/8301684-Trenchless_Pipeline_Rehabilitation_Services.html,['Houston-Galveston Council of Governments - Cooperative Purchasing (H-GAC)'],"['United States, TX']", Clean/TV & evaluation for gravity pipelines; centrifugally cast pipe rehabilitation for sewer lines; cured-in-place pipe (CIPP) rehabilitation for sewer lines; pipe bursting rehabilitation for sewer lines; pipe bursting rehabilitation for water lines... ,,,
3/14/2018,['NIST Public Safety Innovation Accelerator Program – Point Cloud City'],http://www.dcbids.net/bid_opportunities/2018/01/16/8353072-NIST_Public_Safety_Innovation_Accelerator_Program_%E2%80%93_Point_Cloud_City.html,['Department of Commerce : National Institute of Standards and Technology (NIST)'],"['United States, DC']"," The NIST Public Safety Innovation Accelerator Program is seeking applications from U.S. state, local and tribal governments to create a model ‘Point Cloud City’. Successful applicants will receive funding to generate an extensive catalog of annot... ",,,
3/15/2018,['Weed Treatment and Inventory IDIQ'],http://www.coloradobids.net/bid_opportunities/2018/02/01/8390888-Weed_Treatment_and_Inventory_IDIQ.html,['San Juan National Forest'],"['United States, CO']"," Weeds Treatment and Inventory services for the USDA Forest Service,  ",,,
3/15/2018,['Environmental Education Local Grants Program for Region 3'],http://www.dcbids.net/bid_opportunities/2018/01/11/8343930-Environmental_Education_Local_Grants_Program_for_Region_3.html,"['Environmental Protection Agency, Office of Acquisition Management']","['United States, DC']", The purpose of the Environmental Education Local Grants Program in Region 3 is to support locally-focused environmental education projects that increase public awareness and knowledge about environmental and conservation issues and provide the skills... ,,,
3/15/2018,['Environmental Education Local Grants Program for Region 10'],http://www.dcbids.net/bid_opportunities/2018/01/11/8343879-Environmental_Education_Local_Grants_Program_for_Region_10.html,"['Environmental Protection Agency, Office of Acquisition Management']","['United States, DC']", The purpose of the Environmental Education Local Grants Program in Region 10 is to support locally-focused environmental education projects that increase public awareness and knowledge about environmental and conservation issues and provide the skill... ,,,
3/15/2018,['Environmental Education Local Grants Program for Region 2'],http://www.dcbids.net/bid_opportunities/2018/01/11/8343873-Environmental_Education_Local_Grants_Program_for_Region_2.html,"['Environmental Protection Agency, Office of Acquisition Management']","['United States, DC']", Environmental Education Local Grants Program in Region 02 is to support locally-focused environmental education projects that increase public awareness and knowledge about environmental and conservation issues and provide the skills that participants... ,,,
3/15/2018,['Environmental Education Local Grants Program for Region 8-'],http://www.dcbids.net/bid_opportunities/2018/01/11/8343853-Environmental_Education_Local_Grants_Program_for_Region_8_.html,"['Environmental Protection Agency, Office of Acquisition Management']","['United States, DC']", The purpose of the Environmental Education Local Grants Program in Region 8 is to support locally-focused environmental education projects that increase public awareness and knowledge about environmental and conservation issues and provide the skills... ,,,
3/15/2018,['Environmental Education Local Grants Program for Region 1-- Solicitation Notice for 2018 '],http://www.dcbids.net/bid_opportunities/2018/01/11/8342369-Environmental_Education_Local_Grants_Program_for_Region_1___Solicitation_Notice_for_2018_.html,"['Environmental Protection Agency, Office of Acquisition Management']","['United States, DC']", Environmental Education Local Grants Program for Region 1-- Solicitation Notice for 2018. ,,,
3/15/2018,['Environmental Education Local Grants Program for Region 7 -- Solicitation Notice for 2018'],http://www.dcbids.net/bid_opportunities/2018/01/11/8342367-Environmental_Education_Local_Grants_Program_for_Region_7____Solicitation_Notice_for_2018.html,"['Environmental Protection Agency, Office of Acquisition Management']","['United States, DC']", Environmental Education Local Grants Program for Region 7 -- Solicitation Notice for 2018. ,,,
3/15/2018,['Environmental Education Local Grants Program for Region 6 -- Solicitation Notice for 2018'],http://www.dcbids.net/bid_opportunities/2018/01/11/8342362-Environmental_Education_Local_Grants_Program_for_Region_6____Solicitation_Notice_for_2018.html,"['Environmental Protection Agency, Office of Acquisition Management']","['United States, DC']", Environmental Education Local Grants Program in Region 6 is to support locally-focused environmental education projects that increase public awareness and knowledge about environmental and conservation issues and provide the skills that participants ... ,,,
3/15/2018,['Environmental Education Local Grants Program for Region 9 -- Solicitation Notice for 2018 '],http://www.dcbids.net/bid_opportunities/2018/01/13/8348668-Environmental_Education_Local_Grants_Program_for_Region_9____Solicitation_Notice_for_2018_.html,['US Environmental Protection Agency'],"['United States, DC']", Environmental Education Local Grants Program for Region 9. ,,,
3/15/2018,['Environmental Education Local Grants Program for Region 5 -- Solicitation Notice for 2018 '],http://www.dcbids.net/bid_opportunities/2018/01/13/8348665-Environmental_Education_Local_Grants_Program_for_Region_5____Solicitation_Notice_for_2018_.html,['US Environmental Protection Agency'],"['United States, DC']", Environmental Education Local Grants Program. ,,,
3/15/2018,['Environmental Education Local Grants Program for Region 4 -- Solicitation Notice for 2018'],http://www.dcbids.net/bid_opportunities/2018/01/16/8352167-Environmental_Education_Local_Grants_Program_for_Region_4____Solicitation_Notice_for_2018.html,['US Environmental Protection Agency'],"['United States, DC']", The purpose of the Environmental Education Local Grants Program in Region 4 is to support locally-focused environmental education projects that increase public awareness and knowledge about environmental and conservation issues and provide the skills... ,,,
3/15/2018,['Bay-Delta Restoration Program: CALFED Water Use Efficiency Grants'],http://www.dcbids.net/bid_opportunities/2018/01/11/8342335-Bay_Delta_Restoration_Program__CALFED_Water_Use_Efficiency_Grants.html,"['US Department of Interior, Bureau of Reclamation']","['United States, DC']", Bay-Delta Restoration Program: CALFED Water Use Efficiency Grants. ,,,
3/15/2018,['Capacity-Building Grants'],http://www.illinoisbids.com/bid_opportunities/2018/01/11/8343784-Capacity_Building_Grants.html,['The Retirement Research Foundation'],"['United States, IL']"," Program provides support to nonprofits interested in making long-term improvements in their management, governance, and/or organizational capacity. Grants may be used for capacity-building activities that include but are not limited to strategic plan... ",,,
3/15/2018,['Applications from Early Career Psychologists Investigating Serious Emotional Disturbance in Children'],http://www.virginiabids.com/bid_opportunities/2017/10/24/8145830-Applications_from_Early_Career_Psychologists_Investigating_Serious_Emotional_Disturbance_in_Children.html,['American Psychological Association'],"['United States, VA']", The American Psychological Foundation  is accepting applications from early-career psychologists conducting research in the area of early intervention for and treatment of serious emotional disturbance in children. Through its John and Polly Sparks E... ,,,
3/16/2018,['Rehabilitation Engineering Research Centers (RERC) Program: RERC on Individual Mobility and Manipulation'],http://www.dcbids.net/bid_opportunities/2018/01/16/8353075-Rehabilitation_Engineering_Research_Centers__RERC__Program__RERC_on_Individual_Mobility_and_Manipulation.html,['Administration for Community Living'],"['United States, DC']", Purpose of Program: The purpose of the RERC program is to improve the effectiveness of services authorized under the Rehabilitation Act by conducting advanced engineering research on and development of innovative technologies that are designed to sol... ,,,
3/16/2018,['CVPCP and CVPIA Habitat Restorarion Program'],http://www.dcbids.net/bid_opportunities/2017/09/10/8038945-CVPCP_and_CVPIA_Habitat_Restorarion_Program.html,"['US Department of Interior, Bureau of Reclamation']","['United States, DC']", The central valley project conservation program (CVPCP) and central valley project improvement act habitat restoration program (HRP). The main objectives of the CVPCP and HRP for FY 2018 are: (1) protect and restore native habitats impacted by the ce... ,,,
3/16/2018,['Rhode Island Agricultural Energy Program'],http://www.rhodeislandbids.com/bid_opportunities/2018/01/10/8339196-Rhode_Island_Agricultural_Energy_Program.html,"['Rhode Island Resource Conservation & Development Area Council, Inc.']","['United States, RI']"," Grant program that funds agricultural energy projects in an effort to improve energy efficiency and to facilitate the adoption of alternative clean energy technologies by  farms. This program seeks to reduce energy consumption, decreasing the carbon ... ",,,
3/22/2018,"['Residential Reentry Center (RRC) Services and Home Confinement Services Located Within San Diego County, California']",http://www.californiabids.com/bid_opportunities/2017/12/22/8299437-Residential_Reentry_Center__RRC__Services_and_Home_Confinement_Services_Located_Within_San_Diego_County__California.html,"['Dept. of Justice, Federal Prison Industries/UNICOR, Procurement Branch']","['United States, CA']", The Federal Bureau of Prisons is seeking concerns having the ability for providing Residential Reentry Center (RRC) services (in-house RRC beds) and Home Confinement services (home confinement placements) for male and female Federal offenders held un... ,,,
3/23/2018,['Systems Biology of Bioenergy-relevant Microbes To Enable Production of Next-generation Biofuels and Bioproducts'],http://www.illinoisbids.com/bid_opportunities/2017/12/06/8258657-Systems_Biology_of_Bioenergy_relevant_Microbes_To_Enable_Production_of_Next_generation_Biofuels_and_Bioproducts.html,['Office of Science - Chicago'],"['United States, IL']", Systems biology of bioenergy-relevant microbes to enable production of next-generation biofuels and bioproducts. ,,,
3/29/2018,['Organic Transitions'],http://www.dcbids.net/bid_opportunities/2018/01/16/8353030-Organic_Transitions.html,"['National Institute of Food and Agriculture, USDA']","['United States, DC']"," The overall goal of the Organic Transitions Program (ORG) is to support the development and implementation of research, extension and higher education programs to improve the competitiveness of organic livestock and crop producers, as well as those w... ",,,
